Description,Specification,Ratings,Price,Original_price,Discount,Reviews
"HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) 16-wd0880TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', '16-wd0880TX'], ['Part Number', '88Y65PA#ACJ'], ['Model Name', '16-wd0880TX'], ['Series', 'OMEN'], ['Color', 'Shadow Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4.4', '4']","['₹94,990']","['₹1,18,169']",['19% off'],"['18 Ratings & 2 Reviews', '(18)', '(31,570)', '(325)']"
"HP Victus Gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-fb0131AX Gaming Laptop  (15.6 Inch, Mica Silver, 2.37 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', '15-fb0131AX'], ['Part Number', '87B77PA#ACJ'], ['Model Name', '15-fb0131AX'], ['Series', 'Victus Gaming'], ['Color', 'Mica Silver'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No']]","['4', '4', '4', '3.8']","['₹46,990']","['₹66,769']",['29% off'],"['529 Ratings & 41 Reviews', '(529)', '(73)', '(81)']"
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) M6500QC-HN551WS Gaming Laptop  (15.6 Inch, Quiet Blue, 1.80 Kg, With MS Office)",[],"['4.5', '4.5', '4.2', '4.6']","['₹69,990']","['₹85,990']",['18% off'],"['312 Ratings & 25 Reviews', '(312)', '(104)', '(841)']"
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz/50 TGP) M6500QF-HN521WS Gaming Laptop  (15.6 Inch, Blue, 1.80 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'M6500QF-HN521WS'], ['Part Number', '90NB1241-M000U0'], ['Model Name', 'M6500QF-HN521WS'], ['Series', 'Vivobook Pro 15 For Creator,'], ['Color', 'Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '120W AC Adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes'], ['TGP', '50 TGP']]","['4.4', '4.4', '4.1', '4.6']","['₹50,990']","['₹76,990']",['33% off'],"['889 Ratings & 96 Reviews', '(889)', '(179)', '(841)']"
"DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables, User Manuals'], ['Model Number', 'New Inspiron 15 Laptop'], ['Part Number', 'D560866WIN9S|D560885WIN9S'], ['Model Name', 'Inspiron 3520'], ['Series', 'Inspiron'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3-Cell Battery, 41WHr'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4', '4.5']","['₹50,999']","['₹82,498']",['38% off'],"['51 Ratings & 5 Reviews', '(51)', '(73)', '(10)']"
"Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, User manual, Adapter'], ['Model Number', '15ALC6'], ['Part Number', '82KU024JIN'], ['Model Name', '15ALC6'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 11 Hours'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4', '4.2']","['₹48,990']","['₹76,390']",['35% off'],"['349 Ratings & 34 Reviews', '(349)', '(3,956)', '(1,791)']"
"HP AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15s-EQ2084AU Laptop  (15.6 inch, Natural Silver, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15s-EQ2084AU'], ['Part Number', '91R01PA'], ['Model Name', '15S-EQ2084AU'], ['Color', 'Natural Silver'], ['Type', 'Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Up to 6 Hrs'], ['MS Office Provided', 'Yes']]","['3.9', '4.4']","['₹51,880']","['₹64,175']",['19% off'],"['(2,662)', '(1,365)']"
"Lenovo Ideapad Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 11IGL05 Chromebook  (11.6 inch, Onyx Black, 1.12 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '11IGL05'], ['Part Number', '82BA0029HA'], ['Model Name', '11IGL05'], ['Series', 'Ideapad'], ['Color', 'Onyx Black'], ['Type', 'Chromebook'], ['Suitable For', 'Everyday Use'], ['Battery Backup', 'Upto 10 Hours'], ['Power Supply', '45W USB-C (3 Pin)'], ['MS Office Provided', 'No']]","['4.2', '4.2']","['₹15,990']","['₹24,890']",['35% off'],"['(1,791)', '(1,226)']"
"ASUS Vivobook 15 Intel Core i3 12th Gen i3-1220P - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ331WS Laptop  (15.6 inch, Icelight Silver, 1.7 kg, With MS Office)","[['Sales Package', 'Laptop, Adaptor & Manual'], ['Model Number', 'X1502ZA-EJ331WS'], ['Part Number', '90NB0VX2-M01960'], ['Model Name', 'X1502ZA-EJ331WS'], ['Series', 'Vivobook 15'], ['Color', 'Icelight Silver'], ['Type', 'Laptop'], ['Suitable For', 'Everyday Use, Learning, Processing & Multitasking, Entertainment'], ['Battery Backup', 'Upto 6 Hrs.'], ['Battery Cell', '42WHrs, 3S1P, 3-cell Li-ion'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.3', '3.5']","['₹45,990']","['₹54,990']",['16% off'],"['59 Ratings & 13 Reviews', '(59)', '(109)', '(49)']"
"HP (2023) Laptop with Backlit Keyboard Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq2510tu Thin and Light Laptop  (15.6 inch, Natural Silver, With MS Office)","[['Sales Package', 'Laptop, Power Adapter, User Guide, Warranty Documents'], ['Model Number', '15s-fq2510tu'], ['Part Number', '943V8PA'], ['Model Name', 'Notebook'], ['Series', '(2023) Laptop with Backlit Keyboard'], ['Color', 'Natural Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use, Processing & Multitasking, Travel & Business'], ['Battery Backup', 'Upto 4 hours'], ['Battery Cell', '3-cell'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.9', '3.8']","['₹51,369']","['₹62,963']",['18% off'],"['44 Ratings & 2 Reviews', '(44)', '(5,026)', '(1,273)']"
"Acer AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Laptop  (14 inch, Rose Gold, 1.5 Kg)",[],"['4', '4', '3.8', '3.9']","['₹24,990']","['₹38,999']",['35% off'],"['379 Ratings & 51 Reviews', '(379)', '(362)', '(5,026)']"
"Acer Aspire 5 Gaming Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G Gaming Laptop  (15.6 inch, Steel Gray, 1.8 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'A515-57G'], ['Part Number', 'UN.K9TSI.014'], ['Model Name', 'A515-57G'], ['Series', 'Aspire 5 Gaming'], ['Color', 'Steel Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '90W'], ['Battery Cell', '3'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.1', '4.2']","['₹56,990']","['₹82,999']",['31% off'],"['47 Ratings & 5 Reviews', '(47)', '(237)', '(104)']"
"ASUS Vivobook S 14 Flip AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) TN3402QA-LZ740WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.50 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'TN3402QA-LZ740WS'], ['Part Number', '90NB0WT2-M00AL0'], ['Model Name', 'TN3402QA-LZ740WS'], ['Series', 'Vivobook S 14 Flip'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '90W AC Adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4.2', '4.2']","['₹64,990']","['₹84,990']",['23% off'],"['169 Ratings & 12 Reviews', '(169)', '(17,458)', '(1,791)']"
"MSI GF63 Intel Core i5 11th Gen 11260H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-1490IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",[],"['4.3', '4.3', '3.7', '3.8']","['₹57,990']","['₹84,990']",['31% off'],"['285 Ratings & 32 Reviews', '(285)', '(851)', '(81)']"
"ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Thin and Light Laptop  (15.6 inch, Silver, 1.65 Kg)","[['Sales Package', 'Laptop:- 1U , Power adapter:- 1U , Quick start Guide:- 1U, QR code Guide:- 1U'], ['Model Number', 'ZEB-NBC 2S'], ['Part Number', 'ZEB-NBC 2S ( 8 GB)'], ['Model Name', 'ZEB-NBC 2S'], ['Series', 'Pro Series Y'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 5 Hours'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4.1', '4.4']","['₹31,990']","['₹48,999']",['34% off'],"['288 Ratings & 44 Reviews', '(288)', '(59)', '(71)']"
"SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop  (15.6 Inch, Silver, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Adapter, Cable'], ['Model Number', 'Galaxy Book3'], ['Part Number', 'NP750XFG-KB3IN'], ['Series', 'Galaxy Book3'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '54 Wh 45 W USB Type-C Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4', '4.1']","['₹89,990']","['₹1,12,990']",['20% off'],"['272 Ratings & 34 Reviews', '(272)', '(8)', '(304)']"
"DELL Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3420 Notebook  (14 inch, Carbon Black, 1.48 Kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables and User manuals'], ['Model Number', 'Vostro 3420'], ['Part Number', 'D552299WIN9BE'], ['Model Name', 'Vostro 3420'], ['Color', 'Carbon Black'], ['Type', 'Notebook'], ['Suitable For', 'Everyday Use, Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4.3', '4.2']","['₹33,390']","['₹55,999']",['40% off'],"['134 Ratings & 12 Reviews', '(134)', '(797)', '(8,869)']"
"Lenovo IdeaPad Slim 5 WUXGA-OLED Intel Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light Laptop  (14 Inch, Cloud Grey, 1.46 kg, With MS Office)",[],"['4.1', '4.1', '4.2', '3.9']","['₹83,190']","['₹1,27,590']",['34% off'],"['52 Ratings & 6 Reviews', '(52)', '(1,791)', '(12,913)']"
"HP Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB Graphics Card) 15-FA0555TX Gaming Laptop  (15.6 inch, Performance Blue, With MS Office)","[['Sales Package', 'Laptop, Manual, Adaptor'], ['Model Number', '15-FA0555TX'], ['Part Number', '805X2PA'], ['Model Name', 'VICTUS 15 FA'], ['Color', 'Performance Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Backup', '3 Hours'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.8', '3.9']","['₹70,490']","['₹88,646']",['20% off'],"['188 Ratings & 26 Reviews', '(188)', '(81)', '(820)']"
"MSI Katana 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) Katana 15 B13VFK-296IN Gaming Laptop  (15.6 Inch, Black, 2.25 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide, Laptop Bag'], ['Model Number', 'Katana 15 B13VFK-296IN'], ['Part Number', '9S7-158571-296'], ['Model Name', 'Katana 15 B13VFK-296IN'], ['Series', 'Katana 15'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4.5', '4.1']","['₹1,13,990']","['₹1,64,990']",['30% off'],"['10 Ratings & 0 Reviews', '(10)', '(6,268)', '(179)']"
"SAMSUNG Galaxy Book3 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XFG-KA3IN Thin and Light Laptop  (15.6 Inch, Graphite, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Adapter, Cable'], ['Model Number', 'NP750XFG-KA3IN'], ['Part Number', 'NP750XFG-KA3IN'], ['Series', 'Galaxy Book3'], ['Color', 'Graphite'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '54 Wh 45 W USB Type-C Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4.4', '4.1']","['₹89,990']","['₹1,12,990']",['20% off'],"['272 Ratings & 34 Reviews', '(272)', '(31,570)', '(304)']"
"SAMSUNG Galaxy Book3 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop  (15.6 Inch, Silver, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Adapter, Cable'], ['Model Number', 'Galaxy Book3'], ['Part Number', 'NP750XFG-KB2IN'], ['Series', 'Galaxy Book3'], ['Color', 'Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Power Supply', '54 Wh 45 W USB Type-C Adapter'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '4.1', '4.1']","['₹74,990']","['₹99,990']",['25% off'],"['506 Ratings & 71 Reviews', '(506)', '(179)', '(304)']"
"WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook Pro-BLU Thin and Light Laptop  (14 Inch, Blue, 1.48 Kg)",[],"['4', '4', '4.1', '4']","['₹37,990']","['₹89,999']",['57% off'],"['72 Ratings & 16 Reviews', '(72)', '(31,340)', '(290)']"
"HP Victus AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fb0107AX Gaming Laptop  (15.6 Inch, Sapphire Blue, 2.37 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15-fb0107AX'], ['Part Number', '7K4W9PA#ACJ'], ['Model Name', '15-fb0107AX'], ['Series', 'Victus'], ['Color', 'Sapphire Blue'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'Yes']]","['4.4', '4.4', '3.8', '4.4']","['₹64,990']","['₹79,990']",['18% off'],"['255 Ratings & 17 Reviews', '(255)', '(81)', '(3,941)']"
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.62 kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15AMN8'], ['Part Number', '82XQ008VIN'], ['Model Name', 'Slim 3'], ['Series', 'IdeaPad Slim 3'], ['Color', 'Arctic Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 11 Hours'], ['Power Supply', '65W Round Tip (3 Pin)'], ['MS Office Provided', 'Yes']]","['3.9', '3.9', '3.5', '4.2']","['₹44,190']","['₹72,190']",['38% off'],"['42 Ratings & 4 Reviews', '(42)', '(25)', '(1,791)']"
"ZEBRONICS Pro Series Z Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 3S Thin and Light Laptop  (15.6 inch, Space Gray, 1.76 Kg)","[['Sales Package', 'Laptop:- 1U , Power adapter:- 1U , Quick start Guide:- 1U, QR code Guide:- 1U'], ['Model Number', 'ZEB-NBC 3S'], ['Part Number', 'ZEB-NBC 3S'], ['Model Name', 'ZEB-NBC 3S'], ['Series', 'Pro Series Z'], ['Color', 'Space Gray'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 5 Hours'], ['MS Office Provided', 'No']]","['4.1', '4.1', '4.3', '4.5']","['₹31,990']","['₹50,999']",['37% off'],"['27 Ratings & 5 Reviews', '(27)', '(4,683)', '(963)']"
"Acer Aspire 3 AMD Ryzen 3 Quad Core 7320U - (8 GB/256 GB SSD/Windows 11 Home) A315-24P-R7HM Thin and Light Laptop  (15.6 Inch, Pure Silver, 1.78 Kg)",[],"['4.2', '4.2', '3.9', '4.1']","['₹27,990']","['₹42,999']",['34% off'],"['479 Ratings & 63 Reviews', '(479)', '(2,662)', '(104)']"
"Acer One 11 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) Z8-284 Thin and Light Laptop  (11.6 Inch, Black, 1.2 Kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'Z8-284'], ['Part Number', 'UN.013SI.014'], ['Model Name', 'Z8-284'], ['Series', 'One 11'], ['Color', 'Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Everyday Use'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'No']]","['3.6', '3.6', '3.9', '3.8']","['₹36,800']","['₹39,999']",['7% off'],"['19 Ratings & 3 Reviews', '(19)', '(5,026)', '(362)']"
"ASUS Vivobook 15 Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables and User Manuals'], ['Model Number', 'X515EA-BQ522WS'], ['Part Number', '90NB0TY2-M00JP0 �| 90NB0TY2-M26780'], ['Model Name', 'X515EA-EJ522WS'], ['Series', 'Vivobook 15'], ['Color', 'Transparent Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Cell', '2 Cell'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '3.7', '4.2']","['₹45,116']","['₹69,990']",['35% off'],"['402 Ratings & 34 Reviews', '(402)', '(71)', '(1,824)']"
"ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thin and Light Laptop  (15.6 inch, Space Gray, 1.76 Kg)",[],"['3.7', '3.7', '3']","['₹39,990']","['₹62,999']",['36% off'],"['70 Ratings & 17 Reviews', '(70)', '(3)']"
"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK542WS Thin and Light Laptop  (15.6 Inch, Mixed Black, 1.63 Kg, With MS Office)","[['Sales Package', 'Laptop, battery, power adapter, user guide'], ['Model Number', 'E1504FA-LK542WS'], ['Part Number', '90NB0ZR2-M00J60'], ['Model Name', 'E1504FA-LK542WS'], ['Series', 'Vivobook Go 15 OLED (2023)'], ['Color', 'Mixed Black'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.3', '4.3', '4']","['₹56,990']","['₹79,990']",['28% off'],"['88 Ratings & 6 Reviews', '(88)', '(3,612)']"
"HP Pavilion AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15-eh2024AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.75 Kg, With MS Office)",[],"['4.3', '4.3', '3.9', '3.9']","['₹54,990']","['₹69,012']",['20% off'],"['1,335 Ratings & 138 Reviews', '(1,335)', '(2,662)', '(12,913)']"
"Lenovo IdeaPad 1 AMD Athlon Dual Core 7120U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop  (15.6 inch, Cloud Grey, 1.58 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '15AMN7'], ['Part Number', '82VG00EQIN'], ['Model Name', '15AMN7'], ['Series', 'IdeaPad 1'], ['Color', 'Cloud Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4.1', '4.3']","['₹28,990']","['₹43,790']",['33% off'],"['1,207 Ratings & 119 Reviews', '(1,207)', '(241)', '(858)']"
"ASUS ROG Strix G15 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G513RC-HN061W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","[['Sales Package', 'Laptop, Power Adapter, Warranty Documents, User Manual'], ['Model Number', 'G513RC-HN061W'], ['Part Number', '90NR08A5-M00330'], ['Model Name', 'G513RC-HN061W'], ['Series', 'ROG Strix G15'], ['Color', 'Eclipse Gray'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Battery Cell', '4 Cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.8', '4']","['₹77,990']","['₹1,17,990']",['33% off'],"['403 Ratings & 47 Reviews', '(403)', '(31)', '(325)']"
"DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.65 Kg, With MS Office)","[['Sales Package', 'Laptop, Battery, Adapter, Cables, User Manuals'], ['Model Number', 'New Inspiron 15 Laptop'], ['Part Number', 'D560866WIN9S|D560885WIN9S'], ['Model Name', 'Inspiron 3520'], ['Series', 'Inspiron'], ['Color', 'Platinum Silver'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['Battery Backup', 'Upto 7 hours'], ['Battery Cell', '3-Cell Battery, 41WHr'], ['MS Office Provided', 'Yes']]","['4.1', '4.1', '4', '4.5']","['₹47,990']","['₹78,791']",['39% off'],"['56 Ratings & 3 Reviews', '(56)', '(73)', '(10)']"
"HP 255G9 AMD Ryzen 3 Dual Core AMD Ryzen3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook Notebook  (15.6 inch, Dark Ash, 1.78 kg)","[['Sales Package', 'Laptop 1 ; Adapter 1 ; Power Cable 1'], ['Model Number', '255 G8 Notebook'], ['Part Number', '62y23pa'], ['Model Name', 'HP 255G9'], ['Series', '255G9'], ['Color', 'Dark Ash'], ['Type', 'Notebook'], ['Suitable For', 'Everyday Use'], ['Battery Backup', 'upto 6 hours'], ['Power Supply', 'HP Smart 65 W EM External AC power adapter'], ['Battery Cell', '3 Cell'], ['MS Office Provided', 'No'], ['Inbuilt 4G LTE', 'No'], ['Stylus Included', 'No']]","['4.2', '4.2', '3.9', '4']","['₹26,999']","['₹44,911']",['39% off'],"['56 Ratings & 4 Reviews', '(56)', '(2,500)', '(73)']"
"MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX6550M/144 Hz) Bravo 15 B7ED-012IN Gaming Laptop  (15.6 inch, Black, 2.35 Kg)",[],"['4.6', '4.6', '4.2']","['₹49,990']","['₹67,990']",['26% off'],"['5 Ratings & 1 Reviews', '(5)', '(948)']"
"Lenovo Yoga Slim 6 Intel Evo Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home) 14IAP8 Thin and Light Laptop  (14 inch, Storm Grey, 1.35 Kg, With MS Office)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', '14IAP8'], ['Part Number', '82WU0095IN'], ['Model Name', '14IAP8'], ['Series', 'Yoga Slim 6 Intel Evo'], ['Color', 'Storm Grey'], ['Type', 'Thin and Light Laptop'], ['Suitable For', 'Processing & Multitasking'], ['MS Office Provided', 'Yes']]","['4.2', '4.2', '4.1', '4.4']","['₹65,190']","['₹78,590']",['17% off'],"['639 Ratings & 99 Reviews', '(639)', '(241)', '(31,570)']"
"MSI Katana 17 Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4060/144 Hz) Katana 17 B12VFK-668IN Gaming Laptop  (17.3 Inch, Black, 2.6 Kg)","[['Sales Package', 'Laptop, battery, power adapter, user guide, Laptop Bag'], ['Model Number', 'Katana 17 B12VFK-668IN'], ['Part Number', '9S7-17L541-668'], ['Model Name', 'Katana 17 B12VFK-668IN'], ['Series', 'Katana 17'], ['Color', 'Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['MS Office Provided', 'No']]","['4.5', '4.5', '4.5', '3.9']","['₹1,00,990']","['₹1,32,990']",['24% off'],"['27 Ratings & 3 Reviews', '(27)', '(4,596)', '(5,026)']"
"Acer Nitro 5 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-58-59JP Gaming Laptop  (15.6 inch, Obsidian Black, 2.5 kg)","[['Sales Package', 'Laptop, Power Adaptor, User Guide, Warranty Documents'], ['Model Number', 'AN515-58-59JP'], ['Part Number', 'NH.QFHSI.008'], ['Model Name', 'AN515-58'], ['Series', 'Nitro 5'], ['Color', 'Obsidian Black'], ['Type', 'Gaming Laptop'], ['Suitable For', 'Gaming'], ['Power Supply', '180 W AC Adapter'], ['Battery Cell', '4 cell'], ['MS Office Provided', 'No']]","['4.3', '4.3', '4.5', '3.8']","['₹65,990']","['₹96,999']",['31% off'],"['512 Ratings & 49 Reviews', '(512)', '(1,927)', '(81)']"
